battery_health,cpu,created_at,disks,full_charge_capacity,graphicscard,manufacturer,model,operatingsystem,ram_gb,serialnumber,systemsku,touchscreen
73.6,Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz (6C/12T),2025-01-14T10:28:00,512GB,41211,Intel(R) UHD Graphics 630 [1920x1080]; NVIDIA Quadro P2000 [Not Active],Dell Inc.,Precision 5530,Microsoft Windows 11 Pro 10.0.26100,32,F6P62X2,087D,Not Detected
86.32,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-01-14T10:21:00,512GB,49200,Intel(R) UHD Graphics [1920x1080],LENOVO,20T1S8JL00,Microsoft Windows 11 Pro 10.0.26100,16,PC232FYJ,LENOVO_MT_20T1_BU_Think_FM_ThinkPad T14s Gen 1,Yes Detected
58.97,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-01-13T16:40:00,256GB,35386,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 5300 2-in-1,Microsoft Windows 11 Pro 10.0.22631,16,5RTLMT2,08B6,Yes Detected
104.24,AMD Ryzen 7 PRO 7730U with Radeon Graphics (8C/16T),2025-01-13T15:50:00,256GB,47950,AMD Radeon (TM) Graphics [1920x1200],LENOVO,21FSS0JT00,Microsoft Windows 11 Pro 10.0.26100,16,PW0CQQ5R,LENOVO_MT_21FS_BU_Think_FM_ThinkPad L13 Yoga Gen 4,Yes Detected
89.41,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-01-13T15:34:00,512GB,45610,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2XVY48,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
105.02,13th Gen Intel(R) Core(TM) i5-1335U (10C/10T),2025-01-13T11:49:00,512GB,43110,Intel(R) Iris(R) Xe Graphics [1920x1200],LENOVO,21EXCTO1WW,Microsoft Windows 11 Pro 10.0.26100,32,GM0HKAHC,LENOVO_MT_21EX_BU_Think_FM_ThinkPad X13 Gen 4,Yes Detected
87.26,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-01-13T11:42:00,256GB,49740,Intel(R) UHD Graphics [1920x1080],LENOVO,20T1S8JL00,Microsoft Windows 11 Pro 10.0.26100,16,PC2313J0,LENOVO_MT_20T1_BU_Think_FM_ThinkPad T14s Gen 1,Yes Detected
90.41,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-01-13T11:36:00,512GB,46120,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.22631,16,MJ0ERK41,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
99.98,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2025-01-13T10:05:00,512GB,56990,Intel(R) Iris(R) Xe Graphics [1920x1200],LENOVO,20XW003NUS,Microsoft Windows 11 Pro 10.0.22631,16,PF36GLJ9,LENOVO_MT_20XW_BU_Think_FM_ThinkPad X1 Carbon Gen 9,Not Detected
91.88,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz (4C/8T),2025-01-10T17:03:00,512GB,44027,Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Latitude 9520,Microsoft Windows 11 Pro 10.0.22631,16,8ZYPGK3,0A3F,Yes Detected
NaN,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz (8C/16T),2025-01-10T17:00:00,256GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],HP,HP EliteDesk 800 G6 Desktop Mini PC,Microsoft Windows 11 Pro 10.0.26100,16,MXL1441MQ3,2G4U6EC#ABA,Not Detected
NaN,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz (8C/16T),2025-01-10T16:54:00,256GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],HP,HP EliteDesk 800 G6 Desktop Mini PC,Microsoft Windows 11 Pro 10.0.26100,16,MXL1193X0C,2G4U6EC#ABA,Not Detected
102.42,AMD Ryzen Z1 Extreme (8C/16T),2025-01-10T16:44:00,512GB,50450,AMD Radeon Graphics [1600x2560],LENOVO,83E1,Microsoft Windows 11 Home 10.0.22631,16,YM104ZRK,LENOVO_MT_83E1_BU_idea_FM_Legion Go 8APU1,Yes Detected
NaN,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz (8C/16T),2025-01-10T16:29:00,256GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],HP,HP EliteDesk 800 G6 Desktop Mini PC,Microsoft Windows 11 Pro 10.0.26100,16,MXL1193WY4,2G4U6EC#ABA,Not Detected
99.02,AMD Ryzen 5 6600H with Radeon Graphics (6C/12T),2025-01-10T16:23:00,512GB,59410,AMD Radeon(TM) Graphics [Not Active]; NVIDIA GeForce RTX 3050 Ti Laptop GPU [1920x1080],LENOVO,82RE,Microsoft Windows 11 Home 10.0.26100,16,PF3Z6925,LENOVO_MT_82RE_BU_idea_FM_Legion 5 15ARH7,Not Detected
101.36,AMD Ryzen 7 6800H with Radeon Graphics (8C/16T),2025-01-10T16:15:00,1TB,81090,NVIDIA GeForce RTX 3060 Laptop GPU [Not Active]; AMD Radeon(TM) Graphics [2560x1440],LENOVO,82RD,Microsoft Windows 11 Home 10.0.26100,16,PF437DKG,LENOVO_MT_82RD_BU_idea_FM_Legion 5 15ARH7H,Not Detected
NaN,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz (8C/16T),2025-01-10T15:43:00,256GB,NaN,Intel(R) UHD Graphics 630 [1024x768],HP,HP EliteDesk 800 G6 Desktop Mini PC,Microsoft Windows 11 Pro 10.0.26100,16,MXL0512KNJ,2G4U6EC#ABA,Not Detected
74.52,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz (2C/4T),2025-01-10T15:20:00,256GB,40979,Intel(R) HD Graphics 520 [1920x1080],Dell Inc.,Latitude E7270,Microsoft Windows 10 Pro 10.0.19045,16,JSLFRC2,06DB,Not Detected
NaN,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz (6C/12T),2025-01-10T15:11:00,256GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],HP,HP EliteDesk 800 G6 Desktop Mini PC,Microsoft Windows 11 Pro 10.0.26100,16,MXL1233DGL,2G4T8EC#ABA,Not Detected
NaN,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz (8C/16T),2025-01-10T14:34:00,256GB,NaN,Intel(R) UHD Graphics 630 [1024x768],HP,HP EliteDesk 800 G6 Desktop Mini PC,Microsoft Windows 11 Pro 10.0.26100,16,MXL2083NXP,2G4U6EC#ABA,Not Detected
92.92,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz (2C/4T),2025-01-10T14:31:00,256GB,51102,Intel(R) HD Graphics 520 [1920x1080],Dell Inc.,Latitude E7270,Microsoft Windows 10 Pro 10.0.19045,16,38DZ5H2,06DB,Not Detected
84.37,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz (2C/4T),2025-01-10T14:15:00,256GB,46398,Intel(R) HD Graphics 520 [1920x1080],Dell Inc.,Latitude E7270,Microsoft Windows 10 Pro 10.0.19045,16,65BV5H2,06DB,Not Detected
NaN,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz (8C/16T),2025-01-10T13:52:00,256GB,NaN,Intel(R) UHD Graphics 630 [1024x768],HP,HP EliteDesk 800 G6 Desktop Mini PC,Microsoft Windows 11 Pro 10.0.26100,16,MXL1193X0V,2G4U6EC#ABA,Not Detected
86.05,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2025-01-10T12:47:00,512GB,49050,Intel(R) Iris(R) Xe Graphics [1920x1200],LENOVO,20XW004AUS,Microsoft Windows 11 Pro 10.0.22631,16,PF2PL45D,LENOVO_MT_20XW_BU_Think_FM_ThinkPad X1 Carbon Gen 9,Not Detected
NaN,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz (8C/16T),2025-01-10T12:21:00,256GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],HP,HP EliteDesk 800 G6 Desktop Mini PC,Microsoft Windows 11 Pro 10.0.26100,16,MXL1193X0J,2G4U6EC#ABA,Not Detected
98.61,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2025-01-10T12:12:00,512GB,51285,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400 2-in-1,Microsoft Windows 11 Pro 10.0.26100,16,FN2NQ73,08E2,Yes Detected
71.71,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-01-10T11:15:00,256GB,37293,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400 2-in-1,Microsoft Windows 11 Pro 10.0.22631,16,7R5R0X2,08E2,Yes Detected
101.4,Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz (8C/16T),2025-01-10T11:06:00,1TB,95320,NVIDIA GeForce RTX 2080 Super with Max-Q Design [Not Active]; Intel(R) UHD Graphics [3840x2160],LENOVO,20USS0FT1C,Microsoft Windows 11 Pro 10.0.26100,32,PF375CWE,LENOVO_MT_20US_BU_Think_FM_ThinkPad T15g Gen 1,Not Detected
NaN,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz (8C/16T),2025-01-10T11:05:00,256GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],HP,HP EliteDesk 800 G6 Desktop Mini PC,Microsoft Windows 11 Pro 10.0.26100,16,MXL1193WY2,2G4U6EC#ABA,Not Detected
100,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2025-01-10T10:53:00,256GB,54720,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,D105YY2,08E1,Not Detected
NaN,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz (8C/8T),2025-01-10T10:51:00,256GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],HP,HP EliteDesk 800 G5 Desktop Mini,Microsoft Windows 11 Pro 10.0.26100,16,MXL0094FDS,8TD94EC#ABA,Not Detected
NaN,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz (8C/8T),2025-01-10T10:32:00,256GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],HP,HP EliteDesk 800 G5 Desktop Mini,Microsoft Windows 11 Pro 10.0.26100,16,MXL0103JXW,8TD94EC#ABA,Not Detected
83.92,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-01-10T10:08:00,256GB,47850,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20NYS5B301,Microsoft Windows 11 Pro 10.0.22631,16,PC1NK45G,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Not Detected
84.06,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-01-09T18:16:00,256GB,42410,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20N3S8SJ00,Microsoft Windows 11 Pro 10.0.26100,8,PF223Z05,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Not Detected
NaN,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz (4C/4T),2025-01-09T17:21:00,512GB,NaN,Intel(R) HD Graphics 630 [3840x2160],LENOVO,10MLS19S00,Microsoft Windows 10 Pro 10.0.19045,16,MJ06BXXE,LENOVO_MT_10ML_BU_LENOVO_FM_ThinkCentre M910s,Not Detected
98.75,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-01-09T17:00:00,256GB,50360,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20N3S1GK00,Microsoft Windows 11 Pro 10.0.22631,8,PF1CUNMG,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Yes Detected
99.98,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz (4C/8T),2025-01-09T16:52:00,256GB,50490,Intel(R) UHD Graphics [1920x1080],LENOVO,20S1S1ST00,Microsoft Windows 11 Pro 10.0.26100,16,PF22F8C0,LENOVO_MT_20S1_BU_Think_FM_ThinkPad T14 Gen 1,Not Detected
90.01,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-01-09T16:38:00,256GB,45410,Microsoft Basic Display Adapter [1366x768],LENOVO,20N3S94909,Microsoft Windows 11 Pro 10.0.26100,8,MJ0ASMY5,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Not Detected
84.95,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-01-09T16:30:00,256GB,42900,Microsoft Basic Display Adapter [1366x768],LENOVO,20N3SD5R0X,Microsoft Windows 11 Pro 10.0.26100,8,PF220MSV,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Not Detected
88.67,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2025-01-09T16:16:00,512GB,45220,Intel(R) Iris(R) Xe Graphics [1920x1080],LENOVO,20W1SBGE00,Microsoft Windows 11 Pro 10.0.26100,16,PF4198MB,LENOVO_MT_20W1_BU_Think_FM_ThinkPad T14 Gen 2i,Not Detected
82.53,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2025-01-09T16:12:00,256GB,47060,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20NX002XUS,Microsoft Windows 11 Pro 10.0.22631,8,MJ0C37SG,LENOVO_MT_20NX_BU_Think_FM_ThinkPad T490s,Not Detected
88.67,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (4C/8T),2025-01-09T15:25:00,512GB,45220,Intel(R) Iris(R) Xe Graphics [1920x1080],LENOVO,20W1SBGE00,Microsoft Windows 11 Pro 10.0.26100,8,PF4198MB,LENOVO_MT_20W1_BU_Think_FM_ThinkPad T14 Gen 2i,Not Detected
88.53,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-01-09T14:04:00,512GB,45160,Intel(R) UHD Graphics [1920x1080],LENOVO,20UCS0E511,Microsoft Windows 11 Pro 10.0.22631,16,PF2XC4LF,LENOVO_MT_20UC_BU_Think_FM_ThinkPad X1 Yoga Gen 5,Yes Detected
79.33,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz (4C/8T),2025-01-09T12:56:00,256GB,47599,Intel(R) UHD Graphics 620 [1366x768],Dell Inc.,Latitude 7300,Microsoft Windows 11 Pro 10.0.22631,16,19J8PV2,08E0,Not Detected
79.33,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz (4C/8T),2025-01-09T12:54:00,256GB,47599,Intel(R) UHD Graphics 620 [1366x768],Dell Inc.,Latitude 7300,Microsoft Windows 11 Pro 10.0.22631,16,19J8PV2,08E0,Not Detected
79.33,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz (4C/8T),2025-01-09T12:53:00,256GB,47599,Intel(R) UHD Graphics 620 [1366x768],Dell Inc.,Latitude 7300,Microsoft Windows 11 Pro 10.0.22631,16,19J8PV2,08E0,Not Detected
79.33,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz (4C/8T),2025-01-09T12:50:00,256GB,47599,Intel(R) UHD Graphics 620 [1366x768],Dell Inc.,Latitude 7300,Microsoft Windows 11 Pro 10.0.22631,16,19J8PV2,08E0,Not Detected
79.33,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz (4C/8T),2025-01-09T12:40:00,256GB,47599,Intel(R) UHD Graphics 620 [1366x768],Dell Inc.,Latitude 7300,Microsoft Windows 11 Pro 10.0.22631,16,19J8PV2,08E0,Not Detected
84.96,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz (4C/8T),2025-01-09T09:43:00,256GB,42860,Intel(R) UHD Graphics [1920x1080],LENOVO,20S1S1ST00,Microsoft Windows 11 Pro 10.0.26100,16,PF2YA0TA,LENOVO_MT_20S1_BU_Think_FM_ThinkPad T14 Gen 1,Not Detected
73.15,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz (2C/4T),2025-01-09T07:10:00,512GB,16970,Intel(R) HD Graphics 520 [1920x1080],LENOVO,20FMS2710X,Microsoft Windows 11 Pro 10.0.26100,16,PC0FR6AH,LENOVO_MT_20FM_BU_Think_FM_ThinkPad T460,Yes Detected
NaN,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz (2C/4T),2025-01-09T07:09:00,512GB,NaN,Intel(R) HD Graphics 520 [1920x1080],LENOVO,20FMS2710X,Microsoft Windows 11 Pro 10.0.26100,16,PC0FR6AH,LENOVO_MT_20FM_BU_Think_FM_ThinkPad T460,Yes Detected
88.57,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2025-01-08T16:08:00,512GB,45180,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QD0009US,Microsoft Windows 11 Pro 10.0.26100,16,MJ0B2A3G,LENOVO_MT_20QD_BU_Think_FM_ThinkPad X1 Carbon 7th,Not Detected
97.29,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-01-08T15:35:00,256GB,40858,Intel(R) UHD Graphics 620 [1366x768],Dell Inc.,Latitude 7290,Microsoft Windows 11 Pro 10.0.26100,16,84WW1X2,081A,Not Detected
94.59,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2025-01-08T15:15:00,512GB,48250,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2JW7WZ,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
93.26,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-01-08T13:17:00,512GB,47570,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2ZD7TN,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
76.68,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz (2C/4T),2025-01-08T12:53:00,256GB,42940,Intel(R) HD Graphics 620 [2560x1440],LENOVO,20JD004UUS,Microsoft Windows 10 Pro 10.0.19045,8,R90PQ673,LENOVO_MT_20JD_BU_Think_FM_ThinkPad X1 Yoga 2nd,Yes Detected
88.02,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-01-08T10:55:00,512GB,42340,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20KES4FX43,Microsoft Windows 11 Pro 10.0.26100,16,PC1DD0D0,LENOVO_MT_20KE_BU_Think_FM_ThinkPad X280,Yes Detected
NaN,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz (8C/8T),2025-01-07T17:56:00,256GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],HP,HP EliteDesk 800 G5 Desktop Mini,Microsoft Windows 11 Pro 10.0.26100,16,MXL0103K14,8TD94EC#ABA,Not Detected
NaN,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz (8C/8T),2025-01-07T17:15:00,256GB,NaN,Intel(R) UHD Graphics 630 [1024x768],HP,HP EliteDesk 800 G5 Desktop Mini,Microsoft Windows 11 Pro 10.0.26100,16,MXL0103JYR,8TD94EC#ABA,Not Detected
NaN,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz (8C/8T),2025-01-07T17:10:00,256GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],HP,HP EliteDesk 800 G5 Desktop Mini,Microsoft Windows 11 Pro 10.0.26100,16,MXL0103JYM,8TD94EC#ABA,Not Detected
NaN,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz (8C/8T),2025-01-07T16:03:00,256GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],HP,HP EliteDesk 800 G5 Desktop Mini,Microsoft Windows 11 Pro 10.0.26100,16,MXL0103JWQ,8TD94EC#ABA,Not Detected
95,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-01-07T14:00:00,256GB,39900,Intel(R) UHD Graphics 620 [1366x768],Dell Inc.,Latitude 7290,Microsoft Windows 11 Pro 10.0.26100,16,335P0Z2,081A,Not Detected
NaN,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz (8C/8T),2025-01-07T13:45:00,256GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],HP,HP EliteDesk 800 G5 Desktop Mini,Microsoft Windows 11 Pro 10.0.26100,8,MXL0103K05,8TD94EC#ABA,Not Detected
85,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-01-07T12:54:00,256GB,48450,Intel(R) UHD Graphics [1920x1080],LENOVO,20T1S8JL00,Microsoft Windows 11 Pro 10.0.22631,16,PC232FZX,LENOVO_MT_20T1_BU_Think_FM_ThinkPad T14s Gen 1,Yes Detected
82.68,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-01-07T11:30:00,256GB,37810,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20LW0008US,Microsoft Windows 11 Pro 10.0.26100,8,PF1PE8D1,LENOVO_MT_20LW_BU_Think_FM_ThinkPad L580,Not Detected
82.48,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz (4C/8T),2025-01-06T17:58:00,256GB,37720,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20Q70001US,Microsoft Windows 11 Pro 10.0.26100,8,PF1JWB8Y,LENOVO_MT_20Q7_BU_SMB_FM_ThinkPad L590,Not Detected
101.74,AMD Ryzen 5 PRO 5675U with Radeon Graphics (6C/12T),2025-01-06T17:01:00,512GB,42730,AMD Radeon (TM) Graphics [1920x1080],LENOVO,21C6S4U600,Microsoft Windows 11 Pro 10.0.22631,16,PW058BQE,LENOVO_MT_21C6_BU_Think_FM_ThinkPad L14 Gen 3,Yes Detected
85.04,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz (4C/8T),2025-01-06T16:58:00,256GB,38890,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20Q70001US,Microsoft Windows 11 Pro 10.0.26100,8,PF1JW8UM,LENOVO_MT_20Q7_BU_SMB_FM_ThinkPad L590,Not Detected
92.13,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz (4C/8T),2025-01-06T15:33:00,256GB,42130,Microsoft Basic Display Adapter [1920x1080],LENOVO,20Q70001US,Microsoft Windows 11 Pro 10.0.26100,8,PF1JWBFP,LENOVO_MT_20Q7_BU_SMB_FM_ThinkPad L590,Not Detected
80.87,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-01-06T15:17:00,256GB,40800,Microsoft Basic Display Adapter [1366x768],LENOVO,20N3S94909,Microsoft Windows 11 Pro 10.0.26100,8,PF1YFBWR,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,Not Detected
83.79,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-01-06T14:50:00,256GB,50274,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7300,Microsoft Windows 11 Pro 10.0.22631,16,C1SQ0Z2,08E0,Not Detected
77.88,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-01-06T13:47:00,256GB,46732,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7300,Microsoft Windows 11 Pro 10.0.22631,16,4P64P13,08E0,Not Detected
75.22,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz (2C/4T),2025-01-04T17:42:00,256GB,41367,Intel(R) HD Graphics 520 [1920x1080],Dell Inc.,Latitude E7470,Microsoft Windows 11 Pro 10.0.22631,16,50V5CG2,06DC,Not Detected
87.73,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz (4C/8T),2025-01-04T16:41:00,256GB,44740,Intel(R) UHD Graphics [1920x1080],LENOVO,20S1S1ST00,Microsoft Windows 11 Pro 10.0.26100,16,PF1B3RCT,LENOVO_MT_20S1_BU_Think_FM_ThinkPad T14 Gen 1,Not Detected
NaN,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2025-01-04T16:18:00,512GB,NaN,Intel(R) UHD Graphics 620 [2560x1440],LENOVO,20LES3481E,Microsoft Windows 11 Pro 10.0.26100,16,R90VR9HA,LENOVO_MT_20LE_BU_Think_FM_ThinkPad X1 Yoga 3rd,Yes Detected
84.45,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz (4C/8T),2025-01-04T14:37:00,256GB,43070,Intel(R) UHD Graphics [1920x1080],LENOVO,20S1S1ST00,Microsoft Windows 11 Pro 10.0.26100,16,PF1A2Z64,LENOVO_MT_20S1_BU_Think_FM_ThinkPad T14 Gen 1,Not Detected
99.98,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz (4C/8T),2025-01-04T14:33:00,256GB,50490,Intel(R) UHD Graphics [1366x768],LENOVO,20S1S1ST00,Microsoft Windows 11 Pro 10.0.26100,16,PF1AHMED,LENOVO_MT_20S1_BU_Think_FM_ThinkPad T14 Gen 1,Not Detected
99.98,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz (4C/8T),2025-01-04T13:16:00,256GB,50490,Intel(R) UHD Graphics [1366x768],LENOVO,20S1S1ST00,Microsoft Windows 11 Pro 10.0.26100,16,PF1B3P4K,LENOVO_MT_20S1_BU_Think_FM_ThinkPad T14 Gen 1,Not Detected
99.98,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz (4C/8T),2025-01-04T13:06:00,256GB,50490,Intel(R) UHD Graphics [1920x1080],LENOVO,20S1S1ST00,Microsoft Windows 11 Pro 10.0.26100,16,PF2YQL81,LENOVO_MT_20S1_BU_Think_FM_ThinkPad T14 Gen 1,Not Detected
86.63,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz (4C/8T),2025-01-04T12:23:00,256GB,43750,Intel(R) UHD Graphics [1920x1080],LENOVO,20S1S1ST00,Microsoft Windows 11 Pro 10.0.26100,16,PF2XW90Z,LENOVO_MT_20S1_BU_Think_FM_ThinkPad T14 Gen 1,Not Detected
99.98,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz (4C/8T),2025-01-04T12:08:00,256GB,50490,Intel(R) UHD Graphics [1920x1080],LENOVO,20S1S1ST00,Microsoft Windows 11 Pro 10.0.26100,16,PF2XXDRW,LENOVO_MT_20S1_BU_Think_FM_ThinkPad T14 Gen 1,Not Detected
99.98,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz (4C/8T),2025-01-04T11:54:00,256GB,50490,Intel(R) UHD Graphics [1920x1080],LENOVO,20S1S1ST00,Microsoft Windows 11 Pro 10.0.26100,16,PF2XW00F,LENOVO_MT_20S1_BU_Think_FM_ThinkPad T14 Gen 1,Not Detected
84.73,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz (4C/8T),2025-01-04T11:45:00,256GB,43210,Intel(R) UHD Graphics [1920x1080],LENOVO,20S1S1ST00,Microsoft Windows 11 Pro 10.0.26100,16,PF1A3181,LENOVO_MT_20S1_BU_Think_FM_ThinkPad T14 Gen 1,Not Detected
99.98,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz (4C/8T),2025-01-04T11:11:00,256GB,50490,Intel(R) UHD Graphics [1920x1080],LENOVO,20S1S1ST00,Microsoft Windows 11 Pro 10.0.26100,16,PF2V4504,LENOVO_MT_20S1_BU_Think_FM_ThinkPad T14 Gen 1,Not Detected
